NAME	TITLE	SCORE	
C1orf185	NA	0.21159801	
SRBD1	NA	0.21157147	
DPY19L4	NA	0.21155456	
HORMAD2	NA	0.21154691	
NUDT18	NA	0.21146044	
CDKN2A	NA	0.21145694	
ZNF724	NA	0.21140839	
CCDC138	NA	0.21139812	
C20orf203	NA	0.211385	
C4BPA	NA	0.21135846	
FAT3	NA	0.21132594	
PCDHB14	NA	0.21131328	
GCM2	NA	0.21131314	
PHF13	NA	0.21130358	
CDH11	NA	0.21129876	
ZNF551	NA	0.21128532	
CELA3B	NA	0.21127686	
PTH2	NA	0.21121585	
COL4A2	NA	0.21121012	
PIEZO2	NA	0.2111949	
LIAS	NA	0.21117437	
TYR	NA	0.21113208	
SDR9C7	NA	0.21109451	
TMEM207	NA	0.21106148	
SAMD7	NA	0.21096775	
SHC3	NA	0.2109535	
ACER2	NA	0.21095036	
E2F6	NA	0.21094052	
TMEM26	NA	0.21090977	
ZNF423	NA	0.210905	
MFSD9	NA	0.2108873	
LRRC36	NA	0.21082614	
LRRC19	NA	0.21082547	
NPHS1	NA	0.21081525	
CFAP65	NA	0.21080664	
SHISA2	NA	0.21074525	
C20orf141	NA	0.21073882	
C1orf146	NA	0.21070822	
MMP13	NA	0.2106792	
COL28A1	NA	0.21067709	
GLS2	NA	0.2106745	
BRCA2	NA	0.21065338	
SMIM24	NA	0.21064316	
UGT1A6	NA	0.21062052	
TDRP	NA	0.21060957	
FKTN	NA	0.21059802	
BMP8A	NA	0.21059075	
SPEG	NA	0.21055672	
OTOP1	NA	0.21055134	
CCDC63	NA	0.21053848	
MBD3	NA	0.21053797	
PIGP	NA	0.21053487	
HYPK	NA	0.21050668	
RXFP1	NA	0.21047908	
SMIM8	NA	0.21046945	
TNMD	NA	0.21045583	
GSTCD	NA	0.21045579	
CPN1	NA	0.21044074	
STPG3	NA	0.21040508	
CSTL1	NA	0.2104035	
DOCK1	NA	0.2103958	
C8orf89	NA	0.2103881	
PKHD1	NA	0.21038505	
ACSS3	NA	0.21034446	
VGLL3	NA	0.21031542	
PNMA6E	NA	0.21029624	
WFIKKN2	NA	0.21026123	
ALG10	NA	0.21024863	
MFAP5	NA	0.21022889	
TGM7	NA	0.21021372	
PCDHGA8	NA	0.21013513	
NHLH1	NA	0.21011691	
SUFU	NA	0.21009937	
FSCN2	NA	0.21004842	
B3GALNT2	NA	0.2100054	
RPE65	NA	0.21000212	
OTUD7B	NA	0.2099801	
EFCAB13	NA	0.20996305	
TOX2	NA	0.20994349	
IGSF11	NA	0.20991425	
TMPRSS5	NA	0.20986806	
SPRR2A	NA	0.20986176	
TAFA2	NA	0.20985991	
ZNF782	NA	0.20985705	
ZNF205	NA	0.20984147	
GSK3A	NA	0.20982894	
ZNF525	NA	0.20982392	
CCNP	NA	0.20980234	
TMEM160	NA	0.2097933	
IGFL1	NA	0.20978992	
FYB2	NA	0.20978498	
FAM187B	NA	0.2097833	
RCCD1	NA	0.20974126	
CKS2	NA	0.20973657	
TAF13	NA	0.20970844	
CYP2A13	NA	0.20967823	
PCSK1	NA	0.20966066	
TRIM49C	NA	0.20965208	
TENM4	NA	0.20961773	
GPR142	NA	0.20961303	
FAM71D	NA	0.20961234	
SCUBE2	NA	0.20959741	
LDB3	NA	0.20958832	
TDRD1	NA	0.20955299	
SLC2A13	NA	0.20952453	
OC90	NA	0.20946099	
BRD3OS	NA	0.20945786	
FGF5	NA	0.20945556	
SPRY3	NA	0.2094411	
OBP2A	NA	0.20941414	
MAP1LC3C	NA	0.20934479	
ZNF74	NA	0.20933129	
WFIKKN1	NA	0.2093221	
ICA1	NA	0.20932165	
SCUBE3	NA	0.20931806	
ZKSCAN5	NA	0.20930226	
RDH12	NA	0.20929025	
SLCO1A2	NA	0.20928301	
PPP1R35	NA	0.20928133	
SLC5A1	NA	0.20920968	
PHLDB3	NA	0.20920922	
PAX7	NA	0.20920697	
WWTR1	NA	0.20920551	
MAP2K7	NA	0.20918176	
MREG	NA	0.2091728	
CNBD2	NA	0.20915104	
MOGAT2	NA	0.20913088	
HEPACAM2	NA	0.20913015	
TBC1D26	NA	0.20911133	
MMP20	NA	0.20910323	
ANKRD2	NA	0.20906103	
ZDHHC22	NA	0.20905851	
TTC5	NA	0.20904575	
CTDSPL	NA	0.20904297	
FBXO2	NA	0.20903878	
ALPI	NA	0.20901632	
RIMBP2	NA	0.20900564	
GJB7	NA	0.20900379	
FAM9B	NA	0.2089988	
SLC22A7	NA	0.20898768	
UGT1A5	NA	0.20896608	
SLIT1	NA	0.20894475	
GABRG2	NA	0.20891093	
SPATA2L	NA	0.20890664	
ABCG5	NA	0.20888422	
PASD1	NA	0.2088787	
CPA2	NA	0.20886555	
SLURP1	NA	0.20886153	
THAP9	NA	0.20885417	
PKD1L2	NA	0.20876963	
KLK2	NA	0.20872779	
KLHDC1	NA	0.20872532	
ZNF648	NA	0.20868082	
FMO2	NA	0.2086793	
TMEM120B	NA	0.20866682	
WDR12	NA	0.20857595	
FBXO48	NA	0.20855376	
MBL2	NA	0.20855083	
MAP1LC3A	NA	0.20853853	
HRC	NA	0.20853212	
C1QTNF9	NA	0.20852037	
PDIA5	NA	0.20849691	
CAV2	NA	0.2084903	
GUCY2F	NA	0.20846824	
ASIP	NA	0.20846163	
DEFB134	NA	0.20843118	
ZNF829	NA	0.20840478	
EMC9	NA	0.20839916	
RASGRF2	NA	0.20838515	
PPP1R9A	NA	0.20837125	
AC068580.4	NA	0.20836782	
HS2ST1	NA	0.20836061	
SYT9	NA	0.2083575	
PLP1	NA	0.20834564	
EDDM3B	NA	0.20834324	
ZNF30	NA	0.2083243	
ARSL	NA	0.20827292	
CDX4	NA	0.2082723	
KANK4	NA	0.20826125	
TRPC6	NA	0.20821749	
LRRCC1	NA	0.2082173	
CCDC68	NA	0.20819609	
SLC13A3	NA	0.20817815	
WFDC6	NA	0.20817402	
PTTG1	NA	0.20816149	
WNT5B	NA	0.20815915	
DOK5	NA	0.20813155	
FGF4	NA	0.20812224	
AL672142.1	NA	0.20809148	
ZNF35	NA	0.20808764	
CNN3	NA	0.20808129	
LPA	NA	0.20805135	
GLRX2	NA	0.20803484	
PLSCR2	NA	0.20801471	
TMPRSS15	NA	0.2079767	
TEF	NA	0.20795067	
GFRA3	NA	0.20794395	
OTOL1	NA	0.20793414	
AZGP1	NA	0.2079336	
SYT2	NA	0.20790666	
ZNF135	NA	0.20789105	
CYP2C19	NA	0.20788947	
OXGR1	NA	0.20782964	
ARID3C	NA	0.20779635	
COL12A1	NA	0.20778374	
PRR27	NA	0.20777063	
MAPRE3	NA	0.20775378	
PJVK	NA	0.20775263	
NTNG1	NA	0.20774606	
IGF2	NA	0.20774572	
APOA4	NA	0.2076174	
ZNF502	NA	0.20759596	
FBXL14	NA	0.20758228	
C11orf42	NA	0.20755643	
C1orf189	NA	0.20752113	
GPR88	NA	0.20751747	
LILRA4	NA	0.20747326	
TEX11	NA	0.20746626	
CIDEA	NA	0.20746517	
SLC25A47	NA	0.2073633	
BMP15	NA	0.20730385	
FGG	NA	0.20729324	
SMG9	NA	0.20728561	
NKAIN4	NA	0.20727637	
RHAG	NA	0.20723613	
TMEM196	NA	0.20721471	
FXR2	NA	0.20721298	
IFNL4	NA	0.20713127	
SLC6A9	NA	0.2071249	
LONRF2	NA	0.20710261	
DEFB116	NA	0.20708473	
CFAP221	NA	0.20705542	
SDC3	NA	0.20705347	
POT1	NA	0.20704314	
MEF2B	NA	0.20702732	
ANXA10	NA	0.20699543	
ATL1	NA	0.2069923	
LEFTY2	NA	0.20695774	
RAPSN	NA	0.20694266	
MT1B	NA	0.20694056	
HEPACAM	NA	0.20693536	
ZFR2	NA	0.20692572	
CHAC2	NA	0.20691104	
ING1	NA	0.20688255	
TSLP	NA	0.2068729	
NRSN2	NA	0.20686525	
CDH9	NA	0.20680729	
SVIP	NA	0.2068006	
GHRH	NA	0.20679441	
RYR3	NA	0.2067905	
MOGAT3	NA	0.20678177	
TMPRSS11D	NA	0.20678101	
BFSP1	NA	0.20676221	
DNAJC17	NA	0.20675908	
ADRA1A	NA	0.20675461	
NKX2-3	NA	0.20674662	
SLC22A6	NA	0.20672089	
DCST2	NA	0.20671174	
FABP12	NA	0.20671147	
NOX4	NA	0.20667717	
ZNF793	NA	0.20664907	
ZCCHC14	NA	0.20663272	
TIGAR	NA	0.20660599	
DOLPP1	NA	0.20659453	
TCP10L2	NA	0.20659405	
C11orf86	NA	0.20657682	
PALB2	NA	0.20655271	
ITGA11	NA	0.20654576	
TRIML2	NA	0.20654422	
LCE2C	NA	0.20652169	
ZSWIM4	NA	0.20651478	
MAP9	NA	0.20644636	
IYD	NA	0.20644376	
GPR176	NA	0.20644177	
P3R3URF	NA	0.20639417	
RAX2	NA	0.20638704	
KIRREL2	NA	0.20633341	
ZNF556	NA	0.20631026	
TACC2	NA	0.20630744	
ABCA10	NA	0.20629878	
RFTN2	NA	0.20628959	
OTP	NA	0.20626453	
RGS20	NA	0.20624557	
C2CD4D	NA	0.2062396	
TMEM89	NA	0.20621917	
CCDC169	NA	0.20619927	
SPAAR	NA	0.20616323	
ACVR2A	NA	0.20616074	
FATE1	NA	0.20615166	
LIX1	NA	0.2061481	
HSDL1	NA	0.20614594	
WDR64	NA	0.2061271	
EHHADH	NA	0.20610611	
GUCA1C	NA	0.20603147	
EEF1AKMT2	NA	0.20602262	
F13B	NA	0.20601837	
AMZ1	NA	0.20601219	
PI4K2B	NA	0.20600548	
ZNF436	NA	0.20598474	
GRIA4	NA	0.20597932	
FGB	NA	0.20596224	
GJB1	NA	0.20595093	
LGALS16	NA	0.20593613	
PGP	NA	0.20591961	
SLC16A8	NA	0.20591597	
VIPR2	NA	0.20591207	
C10orf71	NA	0.20589802	
DENND6B	NA	0.205889	
POLR3D	NA	0.20580472	
PRDM12	NA	0.20580257	
POLA2	NA	0.20579952	
STK36	NA	0.20577934	
PYY	NA	0.20575151	
AMELX	NA	0.20574592	
LYRM7	NA	0.20568468	
ARV1	NA	0.20567963	
ANKRD33	NA	0.20566122	
USP29	NA	0.20565218	
VWCE	NA	0.20560473	
FGFRL1	NA	0.2055822	
FGL1	NA	0.20556374	
CHP2	NA	0.20555744	
MAP7D2	NA	0.20552945	
PNPLA5	NA	0.20542693	
RRAS	NA	0.20542517	
IL31	NA	0.20542125	
FOXI2	NA	0.2054182	
SH3D21	NA	0.2053646	
GABRB3	NA	0.20532227	
TLN2	NA	0.20530929	
CEP57L1	NA	0.20525792	
INSL4	NA	0.20523265	
SPHK2	NA	0.20515947	
SPINDOC	NA	0.20514408	
MYF6	NA	0.2051435	
WDR4	NA	0.20514183	
DCDC2B	NA	0.20514059	
PLPPR5	NA	0.20513053	
SPARCL1	NA	0.20511441	
GIPC2	NA	0.20509744	
CELSR2	NA	0.20505564	
PRR30	NA	0.20503469	
ATPSCKMT	NA	0.20503421	
AQP8	NA	0.20503403	
AKNAD1	NA	0.20500447	
ARHGEF4	NA	0.20498742	
PDE1A	NA	0.20490582	
AP3B2	NA	0.20483357	
DYDC2	NA	0.20481889	
IFT88	NA	0.20479318	
ZNF462	NA	0.20476387	
LSM14B	NA	0.2047531	
ICAM5	NA	0.20474628	
WFDC10B	NA	0.20473358	
FAM240A	NA	0.20468345	
CST1	NA	0.20466405	
GARNL3	NA	0.2046586	
ZNF543	NA	0.20460552	
DAAM2	NA	0.20458841	
C22orf31	NA	0.20458233	
GPR26	NA	0.20458034	
GLRA3	NA	0.20455766	
RNASE7	NA	0.20452431	
PRSS55	NA	0.20450822	
BMPR1B	NA	0.20446633	
ITGA9	NA	0.20441195	
SNX16	NA	0.20440257	
SCGB1D1	NA	0.20438227	
ZNF630	NA	0.20436598	
TSHR	NA	0.20435615	
POMGNT2	NA	0.20434377	
RAB12	NA	0.20433179	
RMI1	NA	0.20432939	
CDH7	NA	0.20432378	
WFDC10A	NA	0.20430112	
C9orf85	NA	0.20425911	
EFCAB5	NA	0.20425095	
GABPB2	NA	0.20424585	
DAOA	NA	0.20422214	
SMURF1	NA	0.20421973	
KLK9	NA	0.20420888	
TRIM36	NA	0.20418888	
PLAC1	NA	0.20417827	
PPP2R2C	NA	0.20417358	
TMEM121B	NA	0.20416142	
CRTAC1	NA	0.20414491	
DCUN1D2	NA	0.20413244	
FAF1	NA	0.20409513	
CDH2	NA	0.20408691	
EPB41L5	NA	0.20407301	
TMPRSS11F	NA	0.20405412	
LYPD3	NA	0.20403785	
NANOS3	NA	0.20400192	
SULT2A1	NA	0.20398343	
TMEM239	NA	0.203958	
SPATA31A5	NA	0.20391795	
SCML2	NA	0.20388196	
NMUR2	NA	0.2038515	
HHIPL1	NA	0.20382491	
TRPM3	NA	0.20382155	
HPD	NA	0.20379327	
REN	NA	0.2037883	
GRM1	NA	0.20377363	
DPEP1	NA	0.2037673	
RRH	NA	0.20375465	
LMF1	NA	0.20375142	
IFT172	NA	0.2037221	
SEL1L2	NA	0.20371996	
TTC6	NA	0.20371938	
KLK4	NA	0.20370165	
ANK2	NA	0.20368554	
MYOZ2	NA	0.20364945	
MAGEB10	NA	0.2036463	
IL20	NA	0.20364183	
COL14A1	NA	0.20362991	
SPAG5	NA	0.20357843	
PI4K2A	NA	0.2035543	
CCL11	NA	0.20354104	
ASPN	NA	0.20353542	
TFPI2	NA	0.20350358	
ZNF20	NA	0.20339325	
WTIP	NA	0.20336694	
FNBP1L	NA	0.20336103	
CDKN2C	NA	0.20335367	
GBP7	NA	0.20333558	
ADCY10	NA	0.20329706	
FABP9	NA	0.20325994	
C19orf57	NA	0.20321812	
ZMYND19	NA	0.20317177	
CHADL	NA	0.20316136	
CD163L1	NA	0.20315352	
RRAD	NA	0.20314252	
NAT8	NA	0.20311376	
PXMP4	NA	0.20310709	
NKX6-3	NA	0.203103	
BMP1	NA	0.20307592	
HNF1A	NA	0.20305577	
CLRN2	NA	0.20304647	
SP7	NA	0.20295873	
AC004223.3	NA	0.20293318	
TRMT5	NA	0.20292059	
ALDH6A1	NA	0.20290124	
SPHKAP	NA	0.2028971	
ZC3H6	NA	0.2028909	
LAMB4	NA	0.20288907	
EHD2	NA	0.20288722	
MASP1	NA	0.20288189	
PAGE5	NA	0.20288074	
KCNJ6	NA	0.20284994	
TRAM2	NA	0.20283836	
CHST6	NA	0.2028368	
THSD4	NA	0.2028289	
SMTN	NA	0.20279485	
NAPEPLD	NA	0.20276785	
FRMPD4	NA	0.20274878	
KCNA2	NA	0.20271973	
CCL19	NA	0.2026764	
DIPK2B	NA	0.2026416	
IFT22	NA	0.20262899	
NMNAT3	NA	0.20262527	
MTA3	NA	0.2026206	
RTP1	NA	0.20259964	
ZNF208	NA	0.20258312	
HABP2	NA	0.2025547	
GULP1	NA	0.20253134	
PRSS33	NA	0.20251773	
INTS2	NA	0.20247087	
CYP2B6	NA	0.20246977	
SPINT4	NA	0.20243531	
CADM1	NA	0.20238975	
GJB6	NA	0.20238133	
N4BP1	NA	0.20234981	
COX4I2	NA	0.2023457	
MRGPRX3	NA	0.2023345	
CACFD1	NA	0.20233315	
HAO1	NA	0.20229907	
TNFRSF21	NA	0.20225789	
POFUT2	NA	0.20221291	
C1QL2	NA	0.20220616	
SRMS	NA	0.20214278	
PTPRR	NA	0.20210785	
TMEM39A	NA	0.2020991	
CIB3	NA	0.20207208	
TP53AIP1	NA	0.20207164	
CCNI2	NA	0.2020352	
TCAIM	NA	0.20201042	
PRR5-ARHGAP8	NA	0.2020091	
MYLK2	NA	0.20197335	
SST	NA	0.20196715	
HINT2	NA	0.20195845	
TMCO2	NA	0.20194402	
CDCP1	NA	0.20193845	
NEIL2	NA	0.20193052	
SLC29A2	NA	0.2019302	
ALDH1A2	NA	0.20191751	
ZBTB37	NA	0.20191368	
ALX1	NA	0.2018951	
ABHD6	NA	0.20189302	
ZBTB5	NA	0.20185311	
UTF1	NA	0.20185171	
CLIP3	NA	0.20185132	
C1orf167	NA	0.20184784	
TAGLN3	NA	0.20180008	
AGTR2	NA	0.20174006	
TRIM7	NA	0.20169178	
PRRG4	NA	0.20167817	
CEP41	NA	0.20166594	
ABCA4	NA	0.20164245	
FRMD7	NA	0.20160092	
B3GNT4	NA	0.2015939	
STPG4	NA	0.20158315	
COL11A1	NA	0.20157082	
PTPN13	NA	0.20154497	
SLC22A17	NA	0.20148312	
TENT4A	NA	0.20146194	
C3orf22	NA	0.20143473	
VSIG8	NA	0.20139049	
APOD	NA	0.20138197	
SCN4A	NA	0.20133202	
MED19	NA	0.2013261	
OLFM3	NA	0.20128551	
LIPT2	NA	0.2012824	
ICMT	NA	0.20123835	
RIDA	NA	0.20123672	
TMEM130	NA	0.20116389	
TCF23	NA	0.20115393	
GPRASP2	NA	0.2011429	
ZNF358	NA	0.20113033	
ANKRD7	NA	0.20112965	
PDP2	NA	0.20111573	
RSPH4A	NA	0.20110713	
UNC5C	NA	0.20108178	
EPHX3	NA	0.20107822	
SMPX	NA	0.20106357	
IGSF23	NA	0.20104606	
TMEM117	NA	0.20104478	
SPINK7	NA	0.2010309	
CPEB2	NA	0.2010139	
ZNF184	NA	0.20101373	
OTOR	NA	0.20100503	
PELI3	NA	0.20097943	
POLN	NA	0.2009688	
GDPD4	NA	0.2009663	
CRYGD	NA	0.20095494	
SLC9C2	NA	0.20095187	
ABCB9	NA	0.20094976	
ITPRID1	NA	0.20094703	
BTRC	NA	0.20094599	
ADGRF3	NA	0.2009137	
NRTN	NA	0.20091334	
IL36G	NA	0.20089333	
PCGF6	NA	0.20085673	
AL035078.4	NA	0.20083794	
KCNIP1	NA	0.20083436	
TEX43	NA	0.2008334	
MSMP	NA	0.20081203	
NPB	NA	0.20081104	
HIGD1C	NA	0.20077744	
MCHR2	NA	0.2007736	
CHAT	NA	0.20077248	
SCTR	NA	0.20076579	
KCTD21	NA	0.20076133	
TPGS1	NA	0.20074822	
MICOS10	NA	0.2007283	
DBX2	NA	0.20071803	
PRL	NA	0.20071754	
FOXP4	NA	0.20069435	
LIN7B	NA	0.20068756	
SGPP2	NA	0.20065951	
KDF1	NA	0.20063592	
FAM111B	NA	0.2006172	
CYP2U1	NA	0.20061688	
ZWINT	NA	0.20061362	
ADGRF1	NA	0.20060384	
ARMC5	NA	0.20057726	
GEMIN5	NA	0.20057504	
C16orf78	NA	0.2005714	
TSGA13	NA	0.20057137	
ENTPD7	NA	0.20056589	
PSCA	NA	0.20052807	
FOXO3B	NA	0.20050074	
LHX3	NA	0.20047577	
DEFB114	NA	0.20045152	
ACER1	NA	0.20043601	
SLC51A	NA	0.20033826	
DCHS1	NA	0.20031036	
P3H4	NA	0.20030063	
CDH3	NA	0.20028986	
GNG4	NA	0.20025702	
CATSPER4	NA	0.20024882	
TRIM48	NA	0.20024502	
EARS2	NA	0.20021437	
STPG1	NA	0.20020044	
PHYH	NA	0.20018856	
LRFN5	NA	0.20016989	
ZNF414	NA	0.20014377	
SEPTIN14	NA	0.20013268	
INKA2	NA	0.2001081	
PAX3	NA	0.2000758	
CNTN2	NA	0.20006768	
TPSAB1	NA	0.20005721	
METTL11B	NA	0.20004529	
CADM3	NA	0.20004109	
KCTD15	NA	0.20002557	
CRB1	NA	0.20001857	
LTO1	NA	0.19998837	
TAAR2	NA	0.19997276	
GPR137	NA	0.19994712	
AMN	NA	0.1999405	
HTR4	NA	0.19993532	
PDZRN4	NA	0.19991302	
MYH15	NA	0.19990766	
PPP1R1C	NA	0.19990563	
FNDC8	NA	0.1998888	
SLC38A4	NA	0.1998511	
DDIAS	NA	0.19980688	
CYP4A22	NA	0.19977465	
TRIM77	NA	0.19975995	
SULT1E1	NA	0.19974731	
MAP3K12	NA	0.19972432	
HINFP	NA	0.19972195	
FNDC1	NA	0.19970113	
MOV10L1	NA	0.19969872	
NLGN2	NA	0.19968466	
CRISP2	NA	0.19965264	
STYK1	NA	0.19964477	
RAPGEF4	NA	0.199643	
TRIM47	NA	0.19963562	
HSPB8	NA	0.19961706	
CLEC18A	NA	0.19961639	
GHSR	NA	0.19961308	
ODF3L1	NA	0.19960663	
C14orf93	NA	0.19957484	
BCO2	NA	0.1995747	
NR2E1	NA	0.19954906	
BEST2	NA	0.19953538	
GSDMC	NA	0.19949882	
HECW1	NA	0.19948962	
HDX	NA	0.19944559	
HDDC3	NA	0.19942111	
SEC14L4	NA	0.19940484	
BCO1	NA	0.19939314	
INA	NA	0.19939156	
INPP5A	NA	0.19939068	
RTTN	NA	0.19937058	
AKAP14	NA	0.19934857	
LCE4A	NA	0.19930133	
R3HDML	NA	0.19929999	
IL36A	NA	0.19922487	
RPL3L	NA	0.19919705	
AMBN	NA	0.19917129	
AOC3	NA	0.1991252	
PRLHR	NA	0.19912486	
C16orf91	NA	0.19909887	
HTR3E	NA	0.19908962	
BPIFB3	NA	0.1990505	
KIF9	NA	0.19902878	
SPIC	NA	0.19901024	
GRM4	NA	0.19900717	
TSEN2	NA	0.19899076	
GDAP1	NA	0.19897039	
SETD1A	NA	0.19894932	
PLOD3	NA	0.19892962	
UBXN8	NA	0.19892493	
PADI1	NA	0.19889268	
ZNF844	NA	0.1988804	
MAGEB6	NA	0.19883388	
GCLM	NA	0.19882277	
OGFOD2	NA	0.19881718	
TLE1	NA	0.19881497	
FAM221A	NA	0.19880146	
RDH5	NA	0.1986948	
RBMS2	NA	0.19868691	
DNASE1L2	NA	0.19863628	
REG1B	NA	0.19862738	
METRN	NA	0.19859886	
FBXO17	NA	0.19852568	
NMBR	NA	0.1984949	
FAM9A	NA	0.19848657	
SLC30A2	NA	0.19847846	
TMEM88	NA	0.19847798	
ANKRD26	NA	0.19845395	
RHEBL1	NA	0.1984247	
IQCF2	NA	0.19840436	
BRMS1L	NA	0.19839709	
USP41	NA	0.19838361	
AGAP1	NA	0.19837277	
HSD3B2	NA	0.19831109	
ELFN1	NA	0.19830348	
ACCSL	NA	0.1982721	
NTSR2	NA	0.1982629	
C1orf122	NA	0.19823053	
AP002748.5	NA	0.19822979	
HTRA3	NA	0.19822066	
ZC3H8	NA	0.19821279	
CTAG2	NA	0.19820853	
JRKL	NA	0.19818178	
MSANTD3-TMEFF1	NA	0.1981712	
BMP10	NA	0.19816175	
DPPA5	NA	0.19807927	
C1orf232	NA	0.19806226	
SVEP1	NA	0.19803804	
GALR3	NA	0.19799605	
FSD1L	NA	0.19796577	
PCDHA2	NA	0.19795841	
CYP7A1	NA	0.19794755	
SPATS2L	NA	0.19794486	
GRXCR1	NA	0.19790775	
EVA1B	NA	0.19788054	
PCDHGA7	NA	0.19787745	
TSPAN1	NA	0.19785917	
LIN9	NA	0.19784424	
FAM110B	NA	0.19782792	
CERS6	NA	0.19779626	
SGIP1	NA	0.1977755	
PRKCE	NA	0.19775505	
NT5C1B-RDH14	NA	0.19771762	
MIER2	NA	0.19771172	
RTP2	NA	0.1976609	
SOCS1	NA	0.19760874	
SPATA21	NA	0.19757682	
CACNA1B	NA	0.19756112	
TPTE2	NA	0.19755784	
PGC	NA	0.1975065	
TTLL10	NA	0.19749655	
RESP18	NA	0.19744167	
MORC4	NA	0.19741344	
PRR16	NA	0.1973793	
APOC4	NA	0.1973386	
CBY2	NA	0.19733427	
INSL6	NA	0.19733204	
NLRP9	NA	0.19732602	
DCD	NA	0.19731483	
MEP1B	NA	0.19729145	
ACRV1	NA	0.19728705	
TSHZ1	NA	0.19727327	
BPIFC	NA	0.19724032	
SCAMP5	NA	0.19718748	
WSCD2	NA	0.19718353	
BEND4	NA	0.19717568	
SPATA45	NA	0.19712873	
HSF4	NA	0.19711679	
RIMS3	NA	0.1971156	
PGM2L1	NA	0.19710557	
MSMB	NA	0.19709472	
RALGPS1	NA	0.19707376	
TGM6	NA	0.19704974	
RGS21	NA	0.19703162	
ANKLE1	NA	0.19703108	
GALNT5	NA	0.19702001	
ASZ1	NA	0.19701026	
HAP1	NA	0.19698113	
FNDC7	NA	0.19696608	
WFDC9	NA	0.19696411	
BRDT	NA	0.19695914	
PRDM9	NA	0.19694129	
GCG	NA	0.19692975	
DMRT2	NA	0.19692934	
ANKRD45	NA	0.19687428	
MATN2	NA	0.19685344	
SLC26A8	NA	0.19685192	
RERGL	NA	0.19684516	
PEAR1	NA	0.19683696	
C16orf90	NA	0.19673346	
DDX4	NA	0.19672333	
FMO1	NA	0.19669548	
CCDC171	NA	0.19668968	
SNX25	NA	0.19668117	
MTUS2	NA	0.1966798	
DMRTC2	NA	0.1966696	
PATZ1	NA	0.19665036	
ZAR1L	NA	0.19663906	
PEG3	NA	0.19663422	
MIGA1	NA	0.1966229	
GPRC5A	NA	0.19659597	
NUDT9	NA	0.19659184	
RIMS2	NA	0.19658011	
PALMD	NA	0.19657901	
PLA2G6	NA	0.19656742	
TRPV3	NA	0.19656742	
RASSF8	NA	0.1965366	
KIAA0825	NA	0.19653644	
NCCRP1	NA	0.19651319	
SEMG1	NA	0.19648921	
GML	NA	0.1964567	
ZNF865	NA	0.19643365	
SETD4	NA	0.19642073	
UCN3	NA	0.19641796	
GRXCR2	NA	0.19640751	
ZSCAN4	NA	0.19638734	
TXNDC2	NA	0.19638434	
GALNT15	NA	0.19638391	
DLX4	NA	0.19637635	
SORBS2	NA	0.19634923	
PCYT2	NA	0.1963411	
RGS22	NA	0.19628969	
HTR2A	NA	0.19625886	
SLC2A2	NA	0.19624077	
TEX33	NA	0.1962319	
SULF1	NA	0.19621426	
PLEKHN1	NA	0.19621305	
PLA2G12B	NA	0.1962025	
GPR78	NA	0.19618568	
FAM180A	NA	0.19617763	
PAX2	NA	0.19616829	
TRIM37	NA	0.1961375	
TSTD2	NA	0.19612505	
SFRP1	NA	0.19607954	
C7orf31	NA	0.19601493	
SPIN2A	NA	0.19600628	
RASGEF1C	NA	0.19600342	
CORO6	NA	0.19596815	
GALNTL5	NA	0.19595614	
AMN1	NA	0.19594523	
LRATD2	NA	0.19594523	
CCDC179	NA	0.19594239	
CTLA4	NA	0.19592944	
TEX35	NA	0.19592611	
H1-8	NA	0.19588207	
SRD5A1	NA	0.19588132	
MUSK	NA	0.19587344	
FAM71F2	NA	0.19587252	
MATN4	NA	0.19579686	
TRPC5OS	NA	0.19579402	
FAIM2	NA	0.19577801	
TEX47	NA	0.19573013	
NRK	NA	0.19572046	
CEMIP	NA	0.19571058	
PRND	NA	0.19570903	
ARL13B	NA	0.19570564	
ADPRHL1	NA	0.19568206	
HS3ST2	NA	0.19567701	
EYA4	NA	0.19567578	
KCNK16	NA	0.19566688	
AMPD1	NA	0.19563112	
NRAP	NA	0.1956226	
ERICH6B	NA	0.19560042	
TRIM71	NA	0.19559552	
AGR3	NA	0.19552055	
ABCC12	NA	0.19549578	
KLK14	NA	0.19548614	
SYT13	NA	0.19544084	
ZNF569	NA	0.19542141	
CYP11B2	NA	0.1954205	
ASB17	NA	0.19542022	
SMIM21	NA	0.1954119	
GSG1	NA	0.19540153	
CTXN3	NA	0.19537842	
HAPLN4	NA	0.19537377	
NLRP8	NA	0.19535193	
ELANE	NA	0.19534759	
SLC17A4	NA	0.19532627	
TNS2	NA	0.19532588	
CYP7B1	NA	0.19532156	
THNSL2	NA	0.19527443	
SPDL1	NA	0.19522439	
PPEF2	NA	0.19517869	
DSCAM	NA	0.19514674	
KCNN3	NA	0.19506238	
C5orf63	NA	0.1950599	
RFX4	NA	0.19501382	
RSPO2	NA	0.19500147	
APOC3	NA	0.19499767	
UST	NA	0.19497193	
NOL3	NA	0.1949504	
GNB3	NA	0.1949004	
CTNNA3	NA	0.19489974	
MAEL	NA	0.19487484	
LGI4	NA	0.19486928	
RGMB	NA	0.19486433	
SVBP	NA	0.19480842	
STOML3	NA	0.19478965	
DYNAP	NA	0.19478664	
HAO2	NA	0.19477633	
C11orf16	NA	0.19475047	
CT83	NA	0.19473526	
CCL1	NA	0.19471265	
HSD17B7	NA	0.19469428	
